2665,Mai Thai,http://www.maithai.us,Dupont Circle,http://www.maithaigroup.com/experience/happy-hour/
2491,Penn Commons,http://www.penncommonsdc.com,Downtown,http://www.penncommonsdc.com/penn-promotions.html
2956,Boss Shepherd's Restaurant & Whiskey Bar,Downtown,http://www.boss-shepherds.com,http://boss-shepherds.com/wine-down-with-half-price-bottles-of-wine/
2472,Del Campo,Downtown,http://www.delcampodc.com/,http://delcampodc.com/menus/happy-hour/
2878,Touche,H Street,http://www.touchedc.com,http://touchepdx.com/happy-hour/
2753,Acacia Bistro,North DC,http://www.acaciabistro.com,http://www.acaciabistro.com/Menu.aspx
2737,Circa,Foggy Bottom,http://www.circaatfoggybottom.com,http://www.circabistros.com/foggy-bottom/menus/
2341,Doner Bistro,Adams Morgan,http://www.doener-usa.com,http://www.doener-usa.com/
2474,Flight,Downtown,http://www.flightdc.com,http://www.flightdc.com/s/Happy-Hour-Menu-Website-9-2016.pdf
2884,Avenue Cafe & Lounge,Logan Circle,http://www.inndc.com,http://www.inndc.com/pdf/doc-newsletter--march-2015-1426483605.pdf
2981,Fire & Sage,Downtown,http://www.fireandsage.com/restaurant/h,http://www.marriott.com/hotel-restaurants/wasmc-washington-marriott-at-metro-center/fire-and-sage/82882/specials-packages.mi
3166,Medaterra,Friendship Heights,http://www.medaterrarestaurant.com,http://www.medaterradc.com/everyday-specials
2485,Momiji,Downtown,http://www.momijidc.com,http://www.momijiseattle.com/happy-hour
2926,Osteria Morini,Waterfront,http://www.osteriamorini.com,http://www.osteriamorini.com/washington-dc/index.php?action=event&id=2336
2880,The Source by Wolfgang Puck,Downtown,http://www.wolfgangpuck.com,http://www.wolfgangpuck.com/sites/default/files/Summerlin%20Happy%20Hour.pdf
