2565,Finn & Porter,"""http://www.embassysuites3.hilton.com/en/hotels/district-of-columbia/embassy-suites-by-hilton-washington-dc-convention-center-WASCCES/dining/finn-porter.html""",115646981813705,,finn-and-porter-washington-2
2753,Acacia Bistro,http://acaciabistro.com,155303599902,,acacia-bistro-and-wine-bar-washington-2
3073,Alphonse Italian Market & Osteria,http://alphonsedc.com,1477603402486916,,alphonse-italian-market-and-osteria-washington
3223,American Ice Company,http://amicodc.com,140157376041744,,american-ice-company-washington
2625,Annie's Paramount Steakhouse,http://annies.biz,133277061455,,
2821,Arcuri,http://arcuridc.com,582572371757178,,arcuri-washington
3145,Asia 54,http://asia54washington.com,375252485912393,,asia-54-washington-2
2459,Bar 7,http://bar7dc.com/home.html,dcbar7,http://bar7dc.com/,bar-7-washington
3137,Barcelona Wine Bar,http://barcelonawinebar.com,bwb14th,,barcelona-wine-bar-cathedral-heights-washington-2
2500,Ardeo + Bardeo,http://bardeo.com,126854174017025,,ardeo-washington
2405,Barrel,http://barreldc.com,barrel.dc,,barrel-washington
2324,Bedrock Billiards,http://bedrockbilliards-hub.com,BedrockBilliards,http://www.bedrockbilliards.com/,bedrock-billiards-washington
2409,Beuchert's Saloon,http://beuchertssaloon.com,BeuchertsSaloon,,beucherts-saloon-washington
2930,Bidwell,http://bidwelldc.com/,Bidwelldc,,bidwell-washington
2836,Biergarten Haus,http://biergartenhaus.com,biergarten.haus,,biergarten-haus-washington
2407,Bistro Cacao,http://bistrocacao.com,bistrocacaowashingtondc,,bistro-cacao-washington-2
3150,Juniper,http://bit.ly/wWpDIs,JuniperDC,http://juniperdc.com/,juniper-restaurant-washington-3
2547,BlackFinn American Saloon,http://blackfinndc.com,BlackfinnAmeripub,,blackfinn-ameripub-washington-2
2750,BlackSalt,http://blacksaltrestaurant.com,blacksalt,,blacksalt-washington
2637,The Board Room,http://boardroomdc.com,BoardRoomDc,,board-room-washington
2956,Boss Shepherd's Restaurant & Whiskey Bar,http://boss-shepherds.com,BossShepherds,,boss-shepherds-washington
2323,Bossa,http://bossadc.com,bossadc,,bossa-washington
2837,Boundary Road Restaurant,http://boundaryrd.com,boundaryrd,,boundary-road-washington
3252,Bourbon,http://bourbondc.com,bourbondc,,bourbon-washington-2
2415,Boxcar Tavern,http://boxcardc.com/index.html,BoxcarDC,http://www.boxcartaverndc.com/,boxcar-tavern-washington
2390,Brookland Pint,http://brooklandpint.com,1394059057521063,,brookland-pint-washington-10
2633,Bub and Pop's,http://bubandpops.com,327378517376896,,
2331,Bukom Cafe,http://bukomcafe.com,118816544847390,,
2736,Burger Tap & Shake,http://burgertapshake.com/burgertap.html,BurgerTapShake,,
3045,Cafe 8,http://cafe8dc.com,14773054978,,
2412,Cafe Berlin,http://cafeberlin-dc.com,cafeberlindc,,
2771,CafÃ© Bonaparte,http://cafebonaparte.com,cafebonaparte,,
2961,Capitol City Brewing Company,http://capcitybrew.com,CapCityBrewDC,,
2416,Capitol Lounge,http://capitolloungedc.com,bryson.lefmann,,
2468,Carving Room Kitchen & Bar,http://carvingroom.com,carvingroom,,
3138,Casa Luca,http://casalucadc.com,1376468385899576,,
2328,Cashion's Eat Place,http://cashionseatplace.com,CashionsEatPlace,,
2557,Catch 15,http://catch15dc.com,Catch15DC,,
3027,Chaplin,http://chaplinrestaurantdc.com,chaplinrestaurantdc,,
2735,Charm Thai,http://charmthaiwashingtondc.com,1484507635158536,,
3257,Circa,http://circaatclarendon.com,CIRCAatClarendon,,
2644,Circa,http://circaatdupont.com,CIRCAatDupont,,
2737,Circa,http://circaatfoggybottom.com,CIRCAatFoggyBottom,,
2598,Le Bar,http://colettebarandbistro.com,SofitelDC,http://www.iciurbanbistro.com/Le-Bar,
3090,Compass Rose,http://compassrosedc.com,compassrosetavern,,
2505,Cleveland Park Bar & Grill,http://cpbargrill.com,190054637402,,
2515,Creme Restaurant & Bar,http://creme14th.com,creme14th,,
2971,Cuba Libre Restaurant & Rum Bar,http://cubalibrerestaurant.com/en/washington/,CubaLibreRestaurantDC,,
3028,Dacha Beer Garden,http://dachadc.com,DachaBeerGarden,,
2841,Dangerously Delicious Pies,http://dangerouspiesdc.com,dangerouspiesdc,,
2531,Maple,http://dc-maple.com,dc.maple,,
2811,Paper Moon Restaurant,http://dc-papermoon.com,papermoongeorgetown,http://www.papermoongeorgetown.com/,
2934,DC Boathouse,http://dcboathouserestaurant.com/,162982277087072,,
3080,DC Noodles,http://dcnoodles.com,125098157507720,,
3112,Pure Lounge,http://dcpurelounge.com/,PureLoungeDC,,
3237,Redline,http://dcredline.com,497560660301933,,
3057,DeCarlo's,http://decarlosrestaurant.com/,DeCarlosRestaurant,,
3096,Desperados,http://desperadosburgersbar.com,DesperadosBurgersAndBar,http://www.desperadosburger.com/,
3097,Dickson Wine Bar,http://dicksonwinebar.com,DicksonWine,,
2339,The Diner,http://dinerdc.com,DinerDC,,
3098,Dino's Grotto,http://dinoinshaw.com,DinoInShaw,,
2844,Driftwood Kitchen,http://driftwooddc.com,DriftwoodDC,,
2921,Due South,http://duesouthdc.com/about/,DueSouthDC,,
3022,Dulcinea Bar and Grill,http://dulcineabarandgrill.com,246650838743217,,
2558,Eden,http://edendc.com,EdenWashingtonDC,,
2559,Edgar Bar and Kitchen,http://edgarbarandkitchen.com,EDGARBarandKitchen,,
2519,El Chucho Cocina Superior,http://elchuchodc.com/,elchuchodc,,
3225,Ezme Restaurant & Wine Bar,http://ezmedc.com,271610831997,,
2777,Clyde's,http://facebook.com/clydesrestaurantgroup,ClydesRestaurant,http://www.clydes.com/gallery-place,
3233,FadÃ³ Irish Pub & Restaurant,http://fadoirishpub.com,fadodc,http://www.fadoirishpub.com/washington,
3107,The Fainting Goat,http://faintinggoatdc.com,Faintinggoatdc,,
2474,Flight,http://flightdc.com,flightwinebardc,,
2577,Froggy Bottom Pub,http://froggybottompub.com,FroggyBottomPub,,
2579,Georgia Brown's,http://gbrowns.com,GeorgiaBrownsRestaurant,,
2899,Ghibellina,http://ghibellina.com,GhibellinaDC,,
2922,Gordon Biersch Brewery Restaurant,http://gordonbiersch.com,GBNavyYard,http://gordonbiersch.com/locations/navy-yard?action=view,
2984,Gordon Biersch Brewery Restaurant,http://gordonbiersch.com,GBWashingtonDC,http://gordonbiersch.com/locations/washington-dc?action=view,
2850,Granville Moore's,http://granvillemoores.com,GranvilleMoores,,
3061,Guapo's,http://guaposrestaurant.com,GuaposRestaurant,,
2974,Haad Thai,http://haadthairestaurant.com,,,
2852,Halftime Sports Bar,http://halftimesportsbaronh.com,Halftimesportsbaronh,,
3230,Harry's Restaurant,http://harryssaloon.com,499359980170955,,
2781,Hashi Sushi,http://hashisushidc.com,hashisushi,,
